order_id,date,customer,region,product,quantity,price
63,2025-10-30,Luis,Centro,Headphones,2,56.03
64,2025-07-07,Diego,Oeste,Headphones,3,109.94
65,2025-06-10,Diego,Centro,Headphones,3,99.47
66,2024-05-13,Luis,Sur,Laptop,1,1089.58
67,2025-10-11,Carlos,Norte,Headphones,3,57.15
68,2025-11-23,Diego,Oeste,Keyboard,2,79.69
69,2024-07-20,Maria,Este,Mouse,4,33.79
70,2025-03-17,Valeria,Este,Keyboard,2,60.26
71,2024-02-04,Sofia,Sur,Keyboard,2,87.36
72,2024-09-28,Luis,Oeste,Headphones,3,38.16
73,2025-03-17,Luis,Centro,Laptop,4,1421.56
74,2025-09-26,Maria,Este,Headphones,1,102.89
75,2025-11-24,Ana,Este,Monitor,5,261.9
76,2024-07-31,Carlos,Centro,Mouse,2,34.58
77,2025-07-02,Valeria,Este,Laptop,2,1184.26
78,2025-12-22,Diego,Norte,Mouse,1,29.71
79,2024-12-02,Valeria,Centro,Keyboard,4,100.13
80,2024-12-14,Ana,Oeste,Headphones,3,143.53
81,2024-01-28,Jorge,Sur,Headphones,3,108.58
82,2025-03-31,Maria,Norte,Tablet,6,411.87
83,2025-03-02,Diego,Centro,Keyboard,1,50.03
84,2024-05-21,Valeria,Centro,Tablet,3,767.59
85,2025-06-16,Carlos,Oeste,Monitor,2,225.29
86,2024-07-23,Carlos,Oeste,Laptop,1,1385.3
87,2024-12-22,Ana,Sur,Monitor,3,430.08
88,2025-02-25,Diego,Norte,Headphones,1,186.73
89,2024-12-09,Diego,Sur,Tablet,3,596.28
90,2025-04-01,Luis,Oeste,Headphones,4,66.57
91,2024-12-06,Maria,Este,Headphones,2,118.64
92,2024-09-02,Carlos,Oeste,Headphones,2,95.01
93,2024-08-17,Ana,Oeste,Keyboard,4,103.36
94,2025-11-23,Carlos,Este,Keyboard,3,112.18
95,2025-01-16,Carlos,Norte,Laptop,6,1392.64
96,2025-08-02,Carlos,Centro,Headphones,4,182.88
97,2025-08-22,Ana,Centro,Tablet,3,433.7
98,2025-06-14,Diego,Sur,Monitor,2,492.79
99,2025-01-25,Luis,Oeste,Monitor,5,453.12
100,2025-11-29,Jorge,Norte,Laptop,2,1263.06
101,2024-05-23,Sofia,Centro,Monitor,2,397.85
102,2025-12-03,Sofia,Este,Headphones,2,125.13
103,2024-12-14,Luis,Sur,Keyboard,3,95.37
104,2025-06-15,Jorge,Este,Laptop,3,1017.26
105,2025-02-12,Maria,Este,Tablet,2,703.18
106,2024-06-06,Diego,Este,Mouse,2,24.73
107,2025-09-21,Valeria,Norte,Tablet,3,703.16
108,2024-06-26,Valeria,Sur,Mouse,2,20.39
109,2025-05-20,Diego,Norte,Laptop,5,1230.24
110,2025-01-15,Ana,Oeste,Keyboard,2,55.2
111,2025-03-11,Diego,Norte,Monitor,4,265.92
112,2025-11-26,Jorge,Norte,Laptop,3,1117.24
113,2025-10-13,Carlos,Centro,Laptop,4,1489.85
114,2024-07-29,Sofia,Oeste,Headphones,4,123.02
115,2025-10-03,Diego,Oeste,Laptop,4,1295.72
116,2024-01-04,Maria,Centro,Laptop,3,1239.41
117,2024-12-20,Sofia,Centro,Laptop,1,1180.41
118,2025-12-03,Maria,Norte,Tablet,4,312.81
119,2024-02-28,Ana,Centro,Tablet,6,271.86
120,2024-08-28,Luis,Este,Laptop,3,934.08
121,2025-06-04,Maria,Este,Mouse,5,25.37
122,2025-08-25,Jorge,Centro,Monitor,3,560.16
123,2024-09-06,Valeria,Este,Laptop,4,963.94
124,2024-09-12,Luis,Norte,Headphones,3,109.17
125,2025-06-04,Jorge,Este,Tablet,4,563.5
126,2024-11-08,Jorge,Sur,Laptop,3,911.51
127,2025-01-02,Diego,Centro,Monitor,2,508.44
128,2024-10-04,Jorge,Este,Headphones,2,148.37
129,2025-12-31,Diego,Centro,Tablet,2,322.69
130,2024-02-15,Sofia,Este,Monitor,1,416.64
131,2024-04-02,Luis,Centro,Monitor,2,216.12
132,2025-10-05,Luis,Norte,Headphones,4,62.29
133,2025-02-23,Ana,Norte,Mouse,3,38.11
134,2025-05-10,Carlos,Este,Laptop,1,1394.5
135,2025-10-01,Valeria,Centro,Monitor,2,478.06
136,2024-05-20,Diego,Centro,Mouse,1,28.0
137,2024-07-17,Maria,Este,Headphones,2,86.61
138,2024-11-22,Carlos,Centro,Monitor,2,419.48
139,2025-05-01,Valeria,Oeste,Laptop,2,919.85
140,2025-12-22,Maria,Centro,Keyboard,1,62.82
141,2025-04-12,Carlos,Centro,Tablet,3,558.74
142,2025-12-29,Maria,Oeste,Monitor,2,307.29
143,2025-07-19,Carlos,Sur,Monitor,1,329.65
144,2024-04-28,Valeria,Norte,Tablet,1,284.56
145,2024-01-07,Valeria,Este,Monitor,2,393.16
146,2025-04-04,Luis,Sur,Headphones,4,147.6
147,2024-10-30,Diego,Centro,Mouse,3,39.64
148,2025-10-31,Diego,Norte,Laptop,3,1272.32
149,2025-10-29,Ana,Centro,Monitor,2,395.96
150,2024-07-15,Valeria,Centro,Monitor,3,512.05
151,2024-08-21,Sofia,Sur,Keyboard,2,69.03
152,2024-02-25,Maria,Centro,Mouse,2,33.95
153,2024-06-18,Maria,Oeste,Tablet,3,462.99
154,2025-02-05,Valeria,Oeste,Monitor,4,466.62
155,2024-03-15,Jorge,Oeste,Monitor,3,242.68
156,2024-02-28,Luis,Oeste,Tablet,4,471.5
157,2025-06-16,Maria,Centro,Tablet,2,677.91
158,2024-06-08,Ana,Este,Laptop,1,1298.66
159,2025-11-26,Carlos,Centro,Laptop,2,1348.17
160,2024-05-22,Luis,Norte,Headphones,1,157.93
161,2025-08-22,Sofia,Sur,Laptop,2,1480.43
162,2024-08-16,Ana,Este,Monitor,4,596.24
163,2024-05-01,Sofia,Oeste,Laptop,2,1197.45
164,2024-11-23,Sofia,Centro,Tablet,2,554.77
165,2025-02-01,Luis,Norte,Laptop,5,1299.79
166,2024-09-17,Luis,Norte,Tablet,3,535.82
167,2024-03-04,Sofia,Oeste,Headphones,3,70.84
168,2025-03-08,Carlos,Norte,Mouse,3,20.76
169,2025-10-14,Maria,Este,Tablet,2,471.59
170,2024-03-18,Sofia,Oeste,Monitor,3,319.5
171,2025-04-20,Maria,Oeste,Tablet,4,654.46
172,2024-07-11,Jorge,Centro,Mouse,2,21.91
173,2025-11-04,Carlos,Oeste,Laptop,1,1163.33
174,2024-12-13,Valeria,Norte,Laptop,2,1371.17
175,2024-07-16,Luis,Este,Tablet,2,700.62
176,2024-08-24,Sofia,Sur,Keyboard,3,75.68
177,2024-01-11,Carlos,Norte,Keyboard,2,113.11
178,2024-07-04,Diego,Sur,Laptop,2,1082.39
179,2025-08-22,Diego,Este,Keyboard,4,57.05
180,2024-12-07,Carlos,Sur,Laptop,2,1334.43
181,2024-05-01,Diego,Norte,Keyboard,4,76.81
182,2025-04-24,Diego,Sur,Headphones,3,173.76
183,2024-06-10,Sofia,Centro,Mouse,4,37.42
184,2025-03-02,Luis,Sur,Mouse,4,39.78
185,2024-03-01,Jorge,Sur,Keyboard,2,98.74
186,2025-05-27,Luis,Sur,Keyboard,6,62.15
187,2025-08-20,Ana,Sur,Keyboard,3,66.32
188,2025-03-26,Ana,Este,Headphones,2,186.3
189,2024-07-21,Carlos,Centro,Monitor,2,520.72
190,2025-09-28,Maria,Sur,Headphones,2,107.59
191,2024-05-01,Carlos,Centro,Monitor,5,408.8
192,2025-09-18,Sofia,Este,Mouse,4,20.31
193,2024-10-09,Maria,Sur,Laptop,3,1351.38
194,2024-09-12,Ana,Sur,Monitor,3,367.23
195,2025-05-08,Ana,Este,Mouse,4,27.32
196,2025-10-03,Diego,Oeste,Keyboard,3,99.04
197,2024-03-13,Sofia,Sur,Laptop,5,1297.61
198,2025-09-04,Luis,Centro,Keyboard,1,91.44
199,2025-01-23,Ana,Norte,Keyboard,4,112.31
200,2025-12-04,Luis,Oeste,Laptop,3,1476.12
201,2024-02-19,Valeria,Centro,Keyboard,2,97.58
202,2025-10-03,Luis,Este,Headphones,4,141.33
203,2025-08-22,Sofia,Centro,Keyboard,3,97.94
204,2024-09-02,Carlos,Sur,Monitor,4,228.92
205,2024-12-08,Jorge,Este,Mouse,3,34.1
206,2024-08-27,Jorge,Sur,Mouse,1,16.59
207,2025-06-17,Maria,Este,Keyboard,5,51.47
208,2025-05-27,Luis,Norte,Headphones,2,64.15
209,2025-04-22,Maria,Sur,Monitor,2,339.65
210,2024-06-12,Sofia,Oeste,Monitor,2,441.97
211,2025-04-26,Luis,Norte,Mouse,1,22.69
212,2024-01-30,Maria,Sur,Headphones,3,80.26
213,2024-06-17,Carlos,Centro,Tablet,2,649.48
214,2024-02-08,Ana,Sur,Laptop,1,1483.28
215,2025-12-16,Jorge,Centro,Headphones,3,93.99
216,2025-02-26,Maria,Oeste,Mouse,5,37.97
217,2024-11-14,Carlos,Oeste,Tablet,1,486.79
218,2024-12-05,Diego,Oeste,Keyboard,3,80.6
219,2025-06-13,Maria,Este,Keyboard,2,97.5
220,2024-01-14,Carlos,Centro,Tablet,3,295.12
221,2025-04-03,Diego,Sur,Monitor,2,219.93
222,2025-03-05,Luis,Norte,Monitor,1,202.02
223,2024-05-20,Diego,Este,Mouse,2,28.68
224,2025-11-18,Carlos,Norte,Laptop,1,1292.33
225,2024-05-25,Luis,Este,Keyboard,2,104.21
226,2024-09-28,Jorge,Centro,Mouse,4,24.56
227,2025-11-09,Valeria,Este,Monitor,1,312.88
228,2025-08-20,Jorge,Norte,Laptop,2,933.58
229,2024-01-31,Carlos,Centro,Mouse,1,36.21
230,2024-05-15,Luis,Sur,Mouse,5,16.08
231,2024-11-01,Maria,Oeste,Laptop,4,1118.44
232,2025-12-28,Valeria,Sur,Monitor,4,584.79
233,2025-12-28,Valeria,Este,Keyboard,3,79.66
234,2024-10-20,Carlos,Centro,Tablet,2,348.35
235,2024-08-01,Carlos,Norte,Mouse,3,31.81
236,2025-02-12,Carlos,Este,Keyboard,3,119.64
237,2025-05-27,Maria,Sur,Keyboard,2,89.8
238,2025-05-10,Carlos,Centro,Mouse,3,36.44
239,2025-03-14,Sofia,Oeste,Tablet,3,410.41
240,2024-10-14,Ana,Este,Laptop,4,1270.0
241,2025-05-14,Luis,Centro,Tablet,2,422.0
242,2025-10-25,Luis,Centro,Headphones,5,139.04
243,2025-04-05,Jorge,Centro,Laptop,5,1485.39
244,2024-12-03,Carlos,Este,Monitor,1,393.05
245,2025-11-27,Ana,Sur,Laptop,1,944.59
246,2025-06-03,Diego,Sur,Headphones,5,107.78
247,2024-09-30,Valeria,Oeste,Headphones,5,164.23
248,2024-02-08,Maria,Este,Headphones,3,84.89
249,2024-11-14,Carlos,Norte,Monitor,3,486.21
250,2025-02-17,Sofia,Este,Mouse,5,34.25
251,2025-07-17,Diego,Oeste,Keyboard,5,73.9
252,2025-06-03,Diego,Sur,Keyboard,1,50.78
253,2024-02-12,Maria,Oeste,Headphones,3,49.29
254,2025-07-14,Valeria,Oeste,Laptop,7,1072.74
255,2024-12-11,Diego,Este,Laptop,2,1058.42
256,2024-01-19,Sofia,Centro,Keyboard,2,86.03
257,2024-10-17,Diego,Oeste,Tablet,3,741.97
258,2025-03-18,Maria,Norte,Mouse,3,17.94
259,2025-07-22,Ana,Centro,Headphones,2,79.17
260,2025-10-14,Jorge,Norte,Tablet,2,520.45
261,2024-10-30,Valeria,Norte,Laptop,3,987.19
262,2025-01-21,Carlos,Centro,Monitor,4,435.8
263,2025-09-10,Ana,Norte,Keyboard,2,74.86
264,2024-07-12,Valeria,Oeste,Tablet,3,433.43
265,2024-12-31,Ana,Oeste,Mouse,3,24.81
266,2025-10-31,Maria,Sur,Laptop,3,1104.08
267,2025-03-28,Ana,Norte,Laptop,3,1293.36
268,2024-07-20,Sofia,Oeste,Mouse,6,19.61
269,2025-03-17,Valeria,Centro,Monitor,3,234.11
270,2024-10-24,Maria,Sur,Headphones,4,111.5
271,2025-03-25,Maria,Este,Laptop,6,940.47
272,2024-10-21,Maria,Norte,Headphones,7,49.81
273,2025-09-19,Carlos,Centro,Tablet,3,396.94
274,2024-04-21,Valeria,Oeste,Monitor,4,526.69
275,2025-11-17,Jorge,Este,Mouse,4,28.36
276,2025-10-09,Luis,Centro,Mouse,2,31.25
277,2024-04-26,Maria,Este,Laptop,2,984.03
278,2025-04-08,Ana,Sur,Monitor,1,375.56
279,2024-04-27,Ana,Oeste,Mouse,2,19.93
280,2025-07-07,Ana,Este,Headphones,2,44.32
281,2025-12-21,Diego,Este,Laptop,2,1306.93
282,2025-03-28,Jorge,Sur,Keyboard,4,61.34
283,2025-03-08,Carlos,Este,Mouse,3,16.13
284,2024-02-17,Diego,Oeste,Laptop,3,1125.0
285,2024-09-21,Diego,Centro,Keyboard,4,93.55
286,2025-12-05,Maria,Norte,Laptop,3,1452.33
287,2025-10-28,Diego,Este,Mouse,3,39.89
288,2024-11-08,Carlos,Oeste,Monitor,2,545.29
289,2024-07-20,Diego,Centro,Laptop,3,1458.06
290,2025-02-13,Ana,Oeste,Monitor,1,207.18
291,2024-07-26,Luis,Norte,Tablet,4,320.83
292,2025-07-04,Valeria,Oeste,Laptop,5,1428.82
293,2025-07-31,Ana,Centro,Keyboard,6,84.18
294,2024-10-25,Ana,Sur,Tablet,3,494.7
295,2024-12-03,Valeria,Centro,Mouse,3,17.94
296,2024-01-17,Sofia,Este,Monitor,4,308.34
297,2024-01-06,Luis,Norte,Keyboard,2,117.45
298,2025-07-22,Jorge,Sur,Headphones,1,194.96
299,2024-05-09,Valeria,Norte,Tablet,1,408.67
300,2024-04-05,Valeria,Norte,Headphones,1,166.77
301,2025-08-24,Luis,Oeste,Keyboard,5,61.44
302,2025-04-09,Luis,Sur,Laptop,2,1474.03
303,2024-02-15,Jorge,Oeste,Tablet,3,399.45
304,2024-03-19,Sofia,Sur,Monitor,3,365.24
305,2025-05-21,Sofia,Oeste,Mouse,4,28.09
306,2024-09-08,Jorge,Este,Laptop,3,1281.89
307,2024-11-17,Diego,Oeste,Keyboard,6,113.32
308,2025-07-02,Ana,Centro,Headphones,4,44.08
309,2025-09-20,Valeria,Centro,Monitor,1,528.73
310,2025-04-26,Carlos,Sur,Tablet,3,487.85
311,2025-03-14,Jorge,Este,Tablet,2,779.01
312,2024-03-04,Jorge,Este,Tablet,4,728.15
313,2025-01-30,Ana,Centro,Tablet,2,595.61
314,2024-07-26,Diego,Norte,Laptop,2,925.52
315,2024-02-14,Sofia,Este,Mouse,4,31.05
316,2024-08-27,Jorge,Este,Mouse,4,27.04
317,2024-04-03,Sofia,Este,Tablet,2,747.16
318,2024-06-01,Valeria,Oeste,Laptop,4,1447.52
319,2024-11-11,Sofia,Oeste,Keyboard,2,65.73
320,2025-10-03,Diego,Este,Keyboard,4,62.92
321,2024-10-16,Valeria,Oeste,Headphones,5,72.59
322,2025-10-18,Sofia,Oeste,Monitor,1,526.83
323,2025-02-20,Jorge,Sur,Headphones,1,31.45
324,2025-12-27,Ana,Este,Headphones,4,86.47
325,2024-11-21,Valeria,Norte,Monitor,5,354.24
326,2024-05-23,Ana,Oeste,Headphones,2,168.81
327,2025-05-23,Maria,Centro,Keyboard,2,64.23
328,2025-08-06,Valeria,Oeste,Monitor,5,578.43
329,2025-03-08,Maria,Este,Monitor,3,407.14
330,2025-07-19,Ana,Sur,Tablet,5,291.32
331,2024-10-27,Ana,Norte,Keyboard,4,55.81
332,2024-03-05,Carlos,Centro,Mouse,2,20.03
333,2025-01-30,Luis,Centro,Monitor,3,279.31
334,2025-11-14,Carlos,Sur,Headphones,3,164.99
335,2024-11-24,Sofia,Este,Tablet,4,777.36
336,2024-07-22,Maria,Norte,Keyboard,1,117.41
337,2025-11-19,Carlos,Sur,Headphones,3,43.69
338,2025-01-20,Luis,Oeste,Mouse,2,32.3
339,2024-07-12,Carlos,Centro,Keyboard,3,78.95
340,2024-10-08,Luis,Norte,Mouse,1,21.76
341,2024-04-15,Carlos,Norte,Headphones,4,143.59
342,2024-01-31,Carlos,Sur,Tablet,4,466.92
343,2025-12-31,Sofia,Norte,Mouse,4,39.75
344,2025-03-27,Ana,Centro,Monitor,3,299.93
345,2025-05-07,Jorge,Oeste,Headphones,1,113.6
346,2025-10-23,Ana,Oeste,Keyboard,1,107.01
347,2024-09-18,Sofia,Este,Tablet,4,265.08
348,2025-10-24,Jorge,Oeste,Mouse,4,18.53
349,2025-07-31,Diego,Norte,Headphones,6,73.43
350,2024-07-15,Ana,Norte,Monitor,6,434.52
351,2025-06-19,Jorge,Sur,Monitor,3,363.89
352,2025-08-06,Carlos,Oeste,Tablet,2,725.99
353,2024-03-24,Diego,Sur,Headphones,3,97.3
354,2024-09-29,Luis,Centro,Laptop,4,1288.76
355,2025-06-10,Ana,Norte,Headphones,4,31.69
356,2024-07-09,Valeria,Oeste,Mouse,2,21.69
357,2025-03-15,Luis,Este,Tablet,2,777.87
358,2025-10-03,Maria,Sur,Mouse,1,23.52
359,2024-05-04,Jorge,Este,Mouse,6,33.83
360,2024-08-01,Sofia,Oeste,Mouse,2,36.19
361,2025-05-17,Maria,Centro,Mouse,5,36.33
362,2025-06-24,Jorge,Este,Laptop,3,1202.41
363,2025-09-30,Maria,Este,Headphones,1,130.51
364,2024-12-15,Jorge,Oeste,Monitor,3,273.21
365,2025-09-22,Jorge,Norte,Monitor,3,599.63
366,2024-11-05,Valeria,Este,Laptop,7,930.42
367,2025-07-04,Valeria,Sur,Tablet,3,422.55
368,2025-02-22,Jorge,Norte,Keyboard,4,102.18
369,2025-06-19,Carlos,Oeste,Headphones,1,33.71
370,2024-08-09,Sofia,Sur,Laptop,4,913.91
371,2025-06-27,Valeria,Norte,Mouse,3,17.52
372,2025-12-15,Valeria,Sur,Laptop,3,1316.5
373,2025-02-22,Diego,Norte,Keyboard,3,67.2
374,2024-05-25,Diego,Centro,Keyboard,4,75.09
375,2025-02-12,Diego,Sur,Headphones,2,108.05
376,2024-09-19,Jorge,Norte,Keyboard,4,89.77
377,2025-04-24,Carlos,Oeste,Tablet,2,744.57
378,2025-01-13,Luis,Centro,Tablet,4,715.89
379,2025-06-20,Jorge,Centro,Keyboard,5,100.75
380,2024-05-23,Diego,Sur,Keyboard,5,114.92
381,2025-01-31,Diego,Norte,Monitor,2,284.83
382,2024-05-09,Carlos,Oeste,Mouse,2,38.53
383,2025-09-08,Jorge,Oeste,Keyboard,4,50.28
384,2024-10-15,Sofia,Centro,Mouse,2,20.22
385,2025-05-14,Jorge,Norte,Laptop,5,1109.24
386,2025-04-09,Sofia,Centro,Monitor,5,568.71
387,2024-02-27,Maria,Norte,Mouse,3,26.03
388,2024-05-17,Jorge,Oeste,Headphones,4,186.83
389,2024-11-14,Luis,Este,Tablet,1,394.22
390,2024-10-04,Carlos,Norte,Tablet,2,527.36
391,2024-09-13,Luis,Norte,Monitor,4,562.47
392,2025-10-26,Diego,Este,Keyboard,1,79.84
393,2025-01-12,Jorge,Centro,Monitor,2,441.7
394,2025-07-29,Diego,Centro,Tablet,2,652.45
395,2025-03-26,Ana,Oeste,Headphones,2,157.12
396,2025-05-30,Valeria,Este,Laptop,5,1385.7
397,2025-01-21,Jorge,Oeste,Monitor,3,412.85
398,2024-08-16,Ana,Oeste,Tablet,3,442.58
399,2024-05-09,Carlos,Oeste,Tablet,4,267.66
400,2025-05-28,Ana,Sur,Headphones,4,34.89
401,2024-06-25,Sofia,Este,Keyboard,5,112.29
402,2024-04-25,Jorge,Oeste,Tablet,2,614.73
403,2024-12-16,Sofia,Este,Tablet,1,479.84
404,2024-09-25,Sofia,Centro,Tablet,2,525.78
405,2025-04-21,Carlos,Oeste,Mouse,1,28.29
406,2024-07-25,Ana,Oeste,Mouse,2,34.16
407,2025-09-28,Maria,Oeste,Laptop,3,1435.27
408,2025-07-13,Maria,Oeste,Keyboard,3,96.89
409,2024-11-04,Luis,Sur,Keyboard,3,89.12
410,2024-10-06,Valeria,Este,Monitor,2,331.89
411,2025-11-11,Sofia,Oeste,Headphones,2,68.05
412,2025-04-18,Sofia,Norte,Mouse,2,37.9
413,2025-04-29,Luis,Norte,Tablet,5,784.21
414,2024-09-11,Jorge,Oeste,Tablet,1,762.3
415,2024-05-31,Carlos,Este,Laptop,1,1323.98
416,2024-09-21,Luis,Centro,Tablet,3,416.82
417,2025-11-10,Jorge,Oeste,Headphones,2,158.0
418,2024-11-27,Valeria,Este,Mouse,3,30.9
419,2025-02-15,Diego,Sur,Keyboard,5,78.09
420,2025-10-30,Luis,Oeste,Monitor,6,268.34
421,2025-10-11,Jorge,Oeste,Mouse,4,28.09
422,2025-07-14,Carlos,Centro,Headphones,3,133.39
423,2024-10-31,Sofia,Este,Headphones,3,118.96
424,2025-08-27,Luis,Este,Headphones,6,63.52
425,2024-08-17,Luis,Centro,Mouse,4,29.87
426,2025-12-12,Ana,Sur,Laptop,4,1042.89
427,2024-12-15,Carlos,Sur,Laptop,2,1477.42
428,2024-11-05,Sofia,Este,Tablet,4,602.98
429,2024-05-18,Sofia,Centro,Mouse,2,23.03
430,2025-10-17,Carlos,Norte,Headphones,2,39.32
431,2025-12-08,Valeria,Sur,Laptop,5,1151.89
432,2024-05-29,Ana,Norte,Mouse,6,30.73
433,2025-04-05,Luis,Oeste,Monitor,1,482.68
434,2024-08-21,Carlos,Centro,Monitor,3,420.2
435,2025-05-07,Luis,Este,Headphones,5,39.97
436,2024-04-17,Sofia,Centro,Headphones,2,56.71
437,2025-09-01,Valeria,Centro,Monitor,4,436.55
438,2024-09-21,Carlos,Sur,Keyboard,1,73.52
439,2025-05-03,Ana,Este,Keyboard,6,92.19
440,2025-08-30,Maria,Norte,Keyboard,3,80.43
441,2025-03-28,Sofia,Centro,Mouse,1,30.53
442,2025-09-22,Jorge,Norte,Monitor,3,295.67
443,2025-06-28,Luis,Sur,Mouse,4,32.45
444,2024-05-19,Luis,Oeste,Tablet,2,328.52
445,2025-10-09,Jorge,Este,Keyboard,3,51.43
446,2024-11-07,Valeria,Centro,Tablet,1,443.8
447,2024-11-19,Luis,Oeste,Headphones,2,177.23
448,2025-06-30,Luis,Este,Laptop,1,911.12
449,2025-10-07,Maria,Sur,Monitor,2,375.17
450,2024-11-24,Ana,Norte,Laptop,4,1045.75
451,2025-12-03,Luis,Oeste,Tablet,3,674.3
452,2024-11-02,Carlos,Este,Keyboard,1,103.58
453,2025-03-21,Diego,Norte,Monitor,3,283.98
454,2024-07-30,Sofia,Este,Monitor,5,249.0
455,2024-01-16,Sofia,Este,Keyboard,2,58.63
456,2024-08-11,Valeria,Norte,Monitor,7,529.44
457,2025-09-29,Ana,Este,Tablet,1,685.91
458,2025-06-19,Ana,Este,Mouse,3,39.51
459,2025-05-16,Sofia,Este,Mouse,6,23.51
460,2025-12-23,Jorge,Sur,Tablet,3,251.18
461,2024-05-26,Carlos,Norte,Tablet,5,645.71
462,2024-12-31,Carlos,Oeste,Keyboard,3,70.38
463,2024-05-02,Carlos,Norte,Laptop,1,922.63
464,2024-01-19,Maria,Oeste,Keyboard,2,114.02
465,2024-05-25,Ana,Sur,Keyboard,2,82.23
466,2025-05-15,Ana,Centro,Keyboard,2,107.58
467,2024-06-12,Sofia,Este,Headphones,3,175.65
468,2024-04-13,Maria,Este,Keyboard,3,83.77
469,2024-12-22,Luis,Centro,Monitor,2,232.48
470,2025-02-21,Luis,Norte,Laptop,2,907.47
471,2025-08-02,Carlos,Norte,Keyboard,2,80.87
472,2024-12-31,Diego,Este,Tablet,4,409.0
473,2024-04-30,Valeria,Sur,Keyboard,2,61.84
474,2025-07-06,Carlos,Centro,Headphones,1,181.35
475,2024-07-22,Maria,Centro,Tablet,2,659.48
476,2025-12-19,Ana,Sur,Laptop,3,1431.07
477,2024-07-18,Carlos,Sur,Laptop,3,1180.87
478,2024-06-26,Sofia,Oeste,Keyboard,2,114.51
479,2025-08-12,Ana,Oeste,Monitor,3,350.09
480,2024-09-14,Maria,Sur,Laptop,5,1448.59
481,2025-04-15,Luis,Centro,Laptop,2,1465.06
482,2025-09-03,Ana,Sur,Laptop,4,1291.8
483,2024-10-23,Valeria,Este,Monitor,2,444.63
484,2024-07-16,Diego,Sur,Laptop,2,1145.1
